id;title;description;streetAddress;postalCode;addressLocality;telefonos;fax;email;url;image;logo;socioHoreca;accesibilidad;comment;categoria;habitaciones;camas;geometry;lastUpdated;link;uri;sameAs
"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/49";"HOTEL EUROSTARS BOSTON";"Cmno. de las Torres, 28 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 59 91 92";"Cmno. de las Torres, 28";"50008";"Zaragoza";"976 59 91 92";"976 59 74 10";"comercial@hotelboston.es";"http://www.eurostarshotels.com/eurostars-boston.html";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/boston.jpg";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/021.%20L_Boston.png";"true";"<div><img src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt=""Accesible""/> Accesible</div><ul><li><strong> Aparcamiento</strong>: No tiene plazas reservadas. </li><li><strong>Acceso</strong>: Elevador salva- escaleras en puerta principal. Puerta secundaria al ras del suelo.   Puerta automatica y giratoria.   </li><li><strong>Movilidad en el interior del edificio:</strong><ul><li><strong>Zonas comunes:</strong><ul><li>Recepción no adaptada en altura </li><li>Espacios Amplios: Sí</li><li>Ascensor Adaptado: Sí. Marcadores visuales en altura.</li><li>  Acceso al restaurante desde el hotel mediante ascensor. </li><li>Cafetería: Acceso adaptado mediante rampa de gran pendiente. Acceso al menú de la cafetería con escalón. No accesible. Mesas altas  </li><li> Restaurante y Piano bar acceso mediante ascensor en planta -1 </li><li>Aseos adaptados  </li></ul></li><li><strong>Habitaciones:</strong><ul><li> Habitaciones Adaptadas: Dispone de 7.</li><li>Puertas: Adaptadas en anchura.</li><li>Espacios Amplios. Sí, no hay dificultad de giro </li><li>Aseos Adaptados: Sí. Ducha a cota cero con con banqueta. El wc con alza elevadora y barras abatibles. El lavabo está suspendido en la pared. Espejo colgado</li></ul></li></ul></li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>";"El hotel dispone de los siguientes servicios, acceso minusválidos, admite tarjetas de crédito, aire acondiconado, ascensor, bar-cafetería, caja fuerte, calefacción, cambio de moneda, discoteca, garage, gimnasio, minibar, parking, radio, restaurante, salón de reuniones, sala de juegos, sauna, secador de pelo, servicio habitaciones 24 horas, servicio médico, teléfono, televisión, tiendas, traducción simultánea, tv satélite, vídeo.";"Hotel 4 estrellas";"315";"598";"676927.21 4612798.85";2021-04-22T07:49:38Z;"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/49";"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/49";"http://www.zaragoza.es/api/recurso/turismo/alojamiento/49"
"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/29668";"HOTEL EUROSTARS ZARAGOZA";"C/ Miquel Roca i Junyent, 5 - Estación Delicias <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 28 72 60";"C/ Miquel Roca i Junyent, 5 - Estación Delicias";"50011";"Zaragoza";"976 28 72 60";"";"reservas@eurostarszaragoza.com";"";"";"";"";"";"";"Hotel 4 estrellas";"256";"508";"";2021-05-06T11:11:13Z;"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/29668";"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/29668";"http://www.zaragoza.es/api/recurso/turismo/alojamiento/29668"
"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/16";"HOTEL PALAFOX";"C/ Marqués de Casa Jiménez s/n <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 23 77 00";"C/ Marqués de Casa Jiménez s/n";"50004";"Zaragoza";"976 23 77 00";"976 23 47 05";"hotelpalafox@palafoxhoteles.com";"http://www.palafoxhoteles.com";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/022.%20I_PalafoxCervantes.jpg";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/022.%20L_Palafox.jpg";"true";"<p><strong>Accesibilidad Física: </strong></p><ul><li>Dispone de 1 habitación adaptada para personas con movilidad reducida.</li></ul><p><em>Información facilitada por el hotel</em></p>";"Situado en el centro de la ciudad, cuenta con 179 habitaciones de las cuales 5 son suites.


Cuenta con Centro de Negocios de 1.000m2, salones para convenciones y banquetes hasta de 800 a 1000 personas y con auditorio de congresos para 375 personas.

Parking privado para turismos y autobuses. piscina exterior, Sauna, Wifi Gratuito.";"Hotel 5 estrellas";"179";"343";"676187.38 4613359.0";2021-08-13T18:58:00Z;"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/16";"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/16";"http://www.zaragoza.es/api/recurso/turismo/alojamiento/16"
"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/12732";"HOTEL REINA PETRONILA";"C/ Alcalde Sáinz de Varanda, 2 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 876 541 136";"C/ Alcalde Sáinz de Varanda, 2";"50009";"Zaragoza";"876 541 136";"876 54 11 33";"hotelreinapetronila@palafoxhoteles.com";"http://www.palafoxhoteles.com";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/200.%20I_Condes%20Barcelona.jpg";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/025-hotel-reina-petronila.gif";"true";"";"Inaugurado marzo 2010
		
Ubicado en el extremo del centro comercial y de ocio Aragonia, próximo al estadio de la Romareda, el Auditorio y los hospitales. Cuenta con 185 habitaciones y una amplia gama de Suites, auditorio de 600 plazas equipado con las últimas tecnologías, salas de reuniones con capacidades varias hasta 600 personas en el salón principal. Además dispone de spa, gimnasio, aparcamiento privado en el mismo edificio con plazas para autocares y room service 24 horas.";"Hotel 5 estrellas";"177";"354";"676430.67 4611871.0";2021-04-22T07:49:38Z;"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/12732";"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/12732";"http://www.zaragoza.es/api/recurso/turismo/alojamiento/12732"
"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/13639";"HOTEL DIAGONAL PLAZA";"Avda. Diagonal Plaza, s/n - Plataforma Logística de Zaragoza <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 876 111 000";"Avda. Diagonal Plaza, s/n - Plataforma Logística de Zaragoza";"50197";"Zaragoza";"876 111 000";"876 111 150";"direccion.diagonalplaza@h-santos.es";"http://www.h-santos.es";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/diagonalplazaa.jpg";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/038-hotel-diagonal.gif";"true";"";"Apertura junio 2008.
Dispone de 250 plazas de parking propio.";"Hotel 4 estrellas";"176";"348";"666921.02 4612974.22";2021-04-22T07:49:38Z;"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/13639";"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/13639";"http://www.zaragoza.es/api/recurso/turismo/alojamiento/13639"
"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/15840";"HOTEL HIBERUS";"Pº de los Puentes, 2 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 876 542 008";"Pº de los Puentes, 2";"50018";"Zaragoza";"876 542 008";"876 54 20 09";"hotelhiberus@palafoxhoteles.com";"http://www.palafoxhoteles.com";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/030.%20I_H.%20Hiberus.jpg";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/022-hiberus.gif";"true";"<div><img src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt=""""/> Accesible</div><ul><li><strong>Aparcamiento</strong>: 2 plazas reservadas, una cada  planta. (Falta la señalización vertical). Acceso directo al hotel con ascensor adaptado. Aparcamiento exterior.</li><li><strong>Acceso</strong>: Adaptado, a cota cero</li><li><strong>Entrada</strong>: Adaptada, con puertas automáticas de cristal. (Faltan bandas adhesivas diferenciadoras)</li><li><strong>Recepción</strong>: Mostrador no adaptado</li><li><strong>Movilidad en el interior del edificio:</strong><ul><li><strong>Zonas comunes:</strong><ul><li> Cafetería: Mostrador no adaptado en altura. Servicio de mesas con soporte central </li><li>Restaurante: Adaptado, las mesas con  soporte central y espacios amplios para la movilidad </li><li>Aseos: Adaptados, el inodoro no cumple en altura. (45 y 50 cm)</li><li>Pavimento: antideslizante y zonas de moqueta</li><li>Espacios Amplios: Sí</li><li>Ascensor Adaptado:Sí, con sistema sonoro</li><li>Salones: Adaptados para convenciones.</li></ul></li><li><strong>Habitaciones:</strong><ul><li> Habitaciones Adaptadas: 4, una por planta</li><li>Puertas: Ancho 80 cm</li><li>Espacios libres de paso con más de 80 cm. Y permiten realizar giros de 150 cm. De diámetro.</li><li> Armarios  adaptados, perchas, cajones y baldas.</li><li> Dispone de servicio de bar.</li><li>Aseos: Sí. Ducha a cota cero con asiento auxiliar. Inodoro con barras de apoyo, móvil y fija, y permite realizar giros de 150 cm. de diámetro</li><li>Espacios Amplios. Sí, no hay dificultad de giro. Pavimento de moqueta          </li></ul></li></ul></li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>";"Dispone de parking propio.";"Hotel 4 estrellas";"176";"344";"674267.91 4615259.49";2021-04-22T07:49:38Z;"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/15840";"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/15840";"http://www.zaragoza.es/api/recurso/turismo/alojamiento/15840"
"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/12744";"HOTEL EUROSTARS REY FERNANDO";"C/ Bari nº 27 - Plataforma Logística Plaza, Parcela EC-1 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 876 26 95 26";"C/ Bari nº 27 - Plataforma Logística Plaza, Parcela EC-1";"50197";"Zaragoza";"876 26 95 26";"876 26 95 27";"reservas@eurostarsreyfernando.com";"http://http://www.eurostarshotels.com/eurostars-rey-fernando.html";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/reyfernando2.jpg";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/034-rey-fernando.gif";"true";"<p>Dispone de <strong>4 habitaciones adaptadas</strong>
Información facilitada por el hotel.</p>
<p><strong> Accesibilidad Física</strong></p>
<div><img alt=""Icono Accesible"" src=""http://www.zaragoza.es/cont/paginas/sinbarreras/img/icono_silla1.jpg""/> Accesible</div>
<ul>
    <li><strong>Aparcamiento</strong>:
    <ul>
        <li>Exterior: 2 plazas (falta la señalización vertical)</li>
        <li>Interior: 2 plazas con acceso directo al hotel con ascensor adaptado. (falta la señalización , en obras)</li>
    </ul>
    </li>
    <li><strong>Acceso</strong>: A cota cero.</li>
    <li><strong>Entrada</strong>: Puertas automáticas. Espacios amplios para la movilidad.</li>
    <li><strong>Movilidad en el interior del edificio</strong>:
    <ul>
        <li><strong>Recepción</strong>: Servicio personalizado, mostrador no adaptado (en altura). Hall con zona de descanso equipada con  sillones y mesas.</li>
        <li> <strong>Cafetería</strong>: Servicio adaptado. Espacio con mesas que disponen de soporte central. Mostrador no adaptado en altura. </li>
        <li> <strong>Restaurante</strong>: Adaptado, las mesas dispone de un soporte central que no dificultan su utilización </li>
        <li> <strong>Aseos</strong>: Sí, en zonas comunes (ambos sexos). </li>
        <li><strong>Ascensor</strong>: Adaptado, con barras, espejo, bien iluminado y botonera braille. (No dispone de sistema sonoro) </li>
        <li> <strong>Pasillos</strong>: Amplios y libres de obstáculos con pavimento antideslizante.</li>
        <li><strong>Habitaciones</strong>: 4. Disponen de espacio suficiente para circular entre los diferentes elementos de mobiliario. Espacios libres de paso con más de 80 cm. permitiendo el giro de 150 cm. de diámetro. Armarios pendientes de adaptar. (Cajones y baldas entre 50 y 120 cm.). Las habitaciones tienen un servicio de apartahotel, con servicio de cocina, con vitrocerámica, frigorífico. (Sin adaptar). Regulador de temperatura no adaptado en altura (control en recepción). Pavimento de moqueta.</li>
        <li><strong> Cuarto de baño</strong>: <strong>Puerta </strong>de paso adaptada en anchura, espacio libre para realizar el giro de 150 cm. <strong>Inodoro </strong>sin alza elevadora (0,45/ 0,50 cm.), con espacio para la transferencia lateral.  El <strong>lavabo </strong>no ofrece dificultad, espejo  y buena iluminación. <strong>Ducha </strong>a cota cero (acceso con  bordillo de unos 3 cm). Falta silla  auxiliar en la ducha, con espacio suficiente.</li>
        <li><strong> Planta -1: </strong> Se encuentra el servicio de <em>Spa-wellness</em>. Dispone de baño adaptado, pero algunas salas tienen escalones para acceder (No adaptadas).</li>
    </ul>
    </li>
</ul>
<p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>";"Apertura en el 2008.";"Hotel 4 estrellas";"176";"358";"667449.39 4611942.49";2021-04-22T07:49:38Z;"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/12744";"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/12744";"http://www.zaragoza.es/api/recurso/turismo/alojamiento/12744"
"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/31453";"DIAGONAL PLAZA";"Avenida Diagonal, 30 (Plaza) <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 876 11 10 00";"Avenida Diagonal, 30 (Plaza)";"50197";"ZARAGOZA";"876 11 10 00";"";"";"";"";"";"";"";"";"Hotel 4 estrellas";"176";"348";"";2021-04-22T07:49:38Z;"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/31453";"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/31453";"http://www.zaragoza.es/api/recurso/turismo/alojamiento/31453"
"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/14576";"HOTEL ZENTRAL AVE ZARAGOZA";"Avda. Francia, s/n <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 28 79 50";"Avda. Francia, s/n";"50003";"Zaragoza";"976 28 79 50";"976 28 79 51";"comercial@hotelzentralzaragoza.com";"http://www.hotelzentralzaragoza.com";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/I_HotelZentralAVE.png";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/L_HotelZentralAVE.jpg";"true";"<p><strong>Accesibilidad Física: </strong></p><div><img alt=""Icono de accesible"" src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg""/> Accesible</div><ul><li><strong>Aparcamiento</strong>: 2 plazas reservadas (falta la señalización vertical). Acceso directo al hotel mediante ascensor adaptado.</li><li><strong> Acceso</strong>:  Entrada con rampa y un poco de pendiente. Doble puertas automáticas. Mostrador no adaptado (altura).</li><li><strong>Movilidad en el interior del edificio</strong><ul><li><strong> Zonas Comunes</strong><ul><li>Espacios amplios: Sí</li><li>Cafetería: Adaptada</li><li> Zona de desayunos: Adaptada.</li><li>Restaurante: Adaptado.</li><li>Salones: Adaptados.</li><li>Aseo Adaptado: Sí, para ambos sexos.</li><li> Ascensor Adaptado: Sí. Con barras.</li><li>Otros: Pavimento de Parquet y alguna alfombra incrustada. Pasillos amplios y libres de obstáculos.</li></ul></li><li><strong>Habitaciones </strong>:<ul><li>Habitaciones Adaptadas: 7. </li><li>Espacios amplios: Sí, no hay dificultad de giro (1.50 cm.). Espacio libre de paso de 80 cm.</li><li>  Armarios: No adaptados. Cajones y baldas (altura 50 y 120 cm.)</li><li>  Aseo Adaptado: Sí. Espacio libre de giro (1,50 cm.). Inodoro a la altura (dificultad en la transferencia lateral). Lavabo sin pedestal y ducha a cota cero.</li></ul></li></ul></li></ul><p><strong>Accesibilidad Sensorial</strong></p><ul><li><strong>Movilidad en el interior del edificio</strong><ul><li><strong> Zonas Comunes</strong><ul><li> Ascensor Adaptado: Sí, botonera  en braille, buena iluminación.</li></ul></li></ul></li></ul>
<p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>";"Inaugurado en octubre de 2007";"Hotel 4 estrellas";"162";"324";"674344.55 4614495.0";2021-04-22T07:49:38Z;"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/14576";"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/14576";"http://www.zaragoza.es/api/recurso/turismo/alojamiento/14576"
"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/176";"HOTEL GOYA";"C/ Cinco de Marzo,  5 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 22 93 31";"C/ Cinco de Marzo,  5";"50004";"Zaragoza";"976 22 93 31";"976 23 21 54";"hotelgoya@palafoxhoteles.com";"http://www.palafoxhoteles.com";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/029.%20I_Goyaweb.jpg";"//www.zaragoza.es/cont/paginas/turismo/oficina/rsc/img/empresa/028-hotel-goya.gif";"true";"";"En pleno centro de la ciudad. Con 79 habitaciones completamente equipadas. Amplios salones sociales. Salones de reuniones, convenciones y banquetes hasta 300 personas. Garaje para clientes en el mismo edificio.
Habitaciones completamente equipadas, aire acondicionado regulable, antena parabólica, Canal +, minibar, secador de pelo, espejo antivaho, espejo de aumento, escritorio,
158 habitaciones:


Parking propio

The Hotel Goya is in the centre of Zaragoza and has 79 fully-equipped rooms. There are rooms for social functions, meetings and banquets for up to 300 people and there is private parking.
All rooms have individual air-conditioning, satellite TV, Canal +, minibar, hairdryer, anti-misting mirrors, magnifying mirror, a desk and many other facilities";"Hotel 4 estrellas";"158";"79";"676425.91 4613472.09";2021-04-22T07:49:38Z;"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/176";"https://www.zaragoza.es/sede/portal/turismo/servicio/alojamiento/176";"http://www.zaragoza.es/api/recurso/turismo/alojamiento/176"
